0	6942	0
1	6288	567
2	5752	1103
3	5071	1784
4	4361	2494
5	3788	3067
6	3074	3781
7	2468	4387
8	1844	5011
9	1765	5090
10	1675	5180
11	1583	5272
12	1583	5272
13	1493	5362
14	1396	5459
15	1274	5581
16	1138	5717
17	1138	5717
18	1016	5839
19	852	6003
20	648	6207
21	648	6207
22	351	6504
23	0	6855
24	0	6855
25	0	6855
26	0	6855
27	0	6855
28	0	6855
