0	0	0	26	0	0
1	0	0	0	19	0
2	0	0	0	42	0
3	1	0	2	64	0
4	0	0	1	106	0
5	2	0	1	99	0
6	5	0	1	122	0
7	5	0	0	128	0
8	6	0	1	113	0
9	20	0	0	127	0
10	22	0	0	100	0
11	27	0	0	117	0
12	29	0	0	101	0
13	39	0	0	81	0
14	43	0	0	79	0
15	56	0	0	77	1
16	52	0	0	62	1
17	44	0	1	66	7
18	62	0	0	58	4
19	67	0	1	58	3
20	58	0	0	43	3
21	59	0	0	48	5
22	60	0	1	36	3
23	63	0	0	37	2
24	56	0	2	32	3
25	54	0	0	37	1
26	56	0	0	33	4
27	66	0	0	30	2
28	65	0	1	28	1
29	44	0	0	18	1
30	63	0	0	18	5
31	66	0	2	18	3
32	43	0	2	12	1
33	43	0	5	12	0
34	46	0	2	12	0
35	41	0	4	15	1
36	47	0	7	11	1
37	36	0	4	4	1
38	45	0	4	11	1
39	46	0	12	9	0
40	29	0	15	1	1
41	42	0	15	7	2
42	47	0	20	12	2
43	40	0	31	8	1
44	30	0	26	3	1
45	31	0	28	7	3
46	24	0	34	3	0
47	29	0	48	2	2
48	27	0	56	3	2
49	30	0	86	4	0
50	25	0	82	4	2
51	16	0	114	3	1
52	20	0	136	4	3
53	16	0	115	4	1
54	20	0	112	1	2
55	22	0	133	3	2
56	17	0	134	3	2
57	16	0	102	1	1
58	12	0	91	1	1
59	10	0	79	2	3
60	13	0	62	1	4
61	7	0	49	0	1
62	11	0	44	0	5
63	10	0	32	0	3
64	6	0	34	1	0
65	8	0	23	0	2
66	12	0	19	1	1
67	6	0	10	0	0
68	11	0	14	2	1
69	3	0	7	0	2
70	9	0	8	0	2
71	3	0	8	0	1
72	1	0	8	0	2
73	4	0	2	1	1
74	2	0	6	0	3
75	4	0	3	0	0
76	2	0	4	0	1
77	3	0	0	0	1
78	2	0	2	1	0
79	2	0	2	1	1
80	2	0	1	0	0
81	1	0	2	0	2
82	1	0	1	1	0
83	1	0	1	0	0
84	1	0	1	0	2
85	0	0	1	1	2
86	2	0	0	0	3
87	1	0	3	0	0
88	1	0	1	0	2
89	1	0	1	1	4
90	1	0	0	0	1
91	0	0	0	0	4
92	0	0	0	0	2
93	0	0	1	0	1
94	0	0	0	1	2
95	0	0	0	0	1
96	0	0	0	0	1
97	0	0	1	0	0
98	0	0	0	0	1
99	0	0	0	0	0
