0	0	0
1	0	5323
2	1	241
3	5	177
4	14	154
5	34	117
6	81	82
7	102	64
8	141	47
9	163	0
10	204	0
11	202	0
12	230	0
13	219	0
14	204	0
15	226	0
16	193	0
17	171	0
18	194	0
19	172	0
20	169	0
21	168	0
22	161	0
23	160	0
24	140	0
25	124	0
26	135	0
27	145	0
28	120	0
29	114	0
30	132	0
31	128	0
32	119	0
33	98	0
34	92	0
35	92	0
36	103	0
37	81	0
38	87	0
39	89	0
40	77	0
41	73	0
42	82	0
43	72	0
44	61	0
45	55	0
46	59	0
47	49	0
48	46	0
49	47	0
50	44	0
51	24	0
52	37	0
53	33	0
54	34	0
55	43	0
56	30	0
57	31	0
58	25	0
59	17	0
60	21	0
61	16	0
62	19	0
63	19	0
64	10	0
65	17	0
66	21	0
67	13	0
68	14	0
69	6	0
70	15	0
71	10	0
72	4	0
73	11	0
74	8	0
75	5	0
76	4	0
77	6	0
78	5	0
79	4	0
80	4	0
81	1	0
82	2	0
83	3	0
84	2	0
85	1	0
86	2	0
87	1	0
88	3	0
89	1	0
90	1	0
91	3	0
92	0	0
93	1	0
94	0	0
95	0	0
96	0	0
97	0	0
98	0	0
99	0	0
