0.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00,1.0000e+00
1.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00,1.0000e+00
2.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00,1.0000e+00
3.0000e+00,9.1996e-04,9.9954e-01,0.0000e+00,9.9954e-01
4.0000e+00,9.1996e-04,9.9954e-01,0.0000e+00,9.9954e-01
5.0000e+00,2.7599e-03,9.9862e-01,9.5511e-04,9.9862e-01
6.0000e+00,9.1996e-03,9.9632e-01,6.6858e-03,9.9632e-01
7.0000e+00,1.2879e-02,9.9401e-01,9.5511e-03,9.9401e-01
8.0000e+00,1.7479e-02,9.9125e-01,1.3372e-02,9.9125e-01
9.0000e+00,2.9439e-02,9.8204e-01,2.4833e-02,9.8204e-01
1.0000e+01,5.0598e-02,9.7190e-01,4.3935e-02,9.7190e-01
1.1000e+01,6.6237e-02,9.5947e-01,6.5903e-02,9.5947e-01
1.2000e+01,9.7516e-02,9.4611e-01,8.7870e-02,9.4611e-01
1.3000e+01,1.2971e-01,9.2814e-01,1.1939e-01,9.2814e-01
1.4000e+01,1.6651e-01,9.0834e-01,1.5664e-01,9.0834e-01
1.5000e+01,2.1343e-01,8.8254e-01,2.0630e-01,8.8254e-01
1.6000e+01,2.5391e-01,8.5859e-01,2.5024e-01,8.5859e-01
1.7000e+01,3.0727e-01,8.3832e-01,2.8367e-01,8.3832e-01
1.8000e+01,3.5051e-01,8.0977e-01,3.3238e-01,8.0977e-01
1.9000e+01,4.0938e-01,7.7890e-01,3.7822e-01,7.7890e-01
2.0000e+01,4.4986e-01,7.5219e-01,4.2980e-01,7.5219e-01
2.1000e+01,4.9126e-01,7.2501e-01,4.7564e-01,7.2501e-01
2.2000e+01,5.2714e-01,6.9737e-01,5.1767e-01,6.9737e-01
2.3000e+01,5.6762e-01,6.6836e-01,5.5874e-01,6.6836e-01
2.4000e+01,6.0626e-01,6.4256e-01,5.9599e-01,6.4256e-01
2.5000e+01,6.3845e-01,6.1769e-01,6.2082e-01,6.1769e-01
2.6000e+01,6.6329e-01,5.9189e-01,6.4565e-01,5.9189e-01
2.7000e+01,6.8813e-01,5.6149e-01,6.7335e-01,5.6149e-01
2.8000e+01,7.1481e-01,5.3155e-01,7.0487e-01,5.3155e-01
2.9000e+01,7.3505e-01,5.1129e-01,7.3257e-01,5.1129e-01
3.0000e+01,7.5161e-01,4.8227e-01,7.5549e-01,4.8227e-01
3.1000e+01,7.7829e-01,4.5187e-01,7.7459e-01,4.5187e-01
3.2000e+01,7.9853e-01,4.3206e-01,7.9656e-01,4.3206e-01
3.3000e+01,8.1785e-01,4.1225e-01,8.0898e-01,4.1225e-01
3.4000e+01,8.3165e-01,3.9106e-01,8.2044e-01,3.9106e-01
3.5000e+01,8.4729e-01,3.7218e-01,8.3572e-01,3.7218e-01
3.6000e+01,8.5557e-01,3.5053e-01,8.5100e-01,3.5053e-01
3.7000e+01,8.7029e-01,3.3395e-01,8.6819e-01,3.3395e-01
3.8000e+01,8.8040e-01,3.1322e-01,8.8252e-01,3.1322e-01
3.9000e+01,8.9512e-01,2.9203e-01,8.9303e-01,2.9203e-01
4.0000e+01,9.0064e-01,2.7867e-01,8.9971e-01,2.7867e-01
4.1000e+01,9.0800e-01,2.5933e-01,9.1309e-01,2.5933e-01
4.2000e+01,9.1536e-01,2.3768e-01,9.2264e-01,2.3768e-01
4.3000e+01,9.2548e-01,2.1925e-01,9.3028e-01,2.1925e-01
4.4000e+01,9.3100e-01,2.0544e-01,9.3505e-01,2.0544e-01
4.5000e+01,9.3744e-01,1.9116e-01,9.4269e-01,1.9116e-01
4.6000e+01,9.3928e-01,1.8010e-01,9.4747e-01,1.8010e-01
4.7000e+01,9.4204e-01,1.6674e-01,9.5224e-01,1.6674e-01
4.8000e+01,9.4664e-01,1.5431e-01,9.5702e-01,1.5431e-01
4.9000e+01,9.5124e-01,1.4049e-01,9.5893e-01,1.4049e-01
5.0000e+01,9.5676e-01,1.2897e-01,9.6180e-01,1.2897e-01
5.1000e+01,9.6136e-01,1.2160e-01,9.6466e-01,1.2160e-01
5.2000e+01,9.6872e-01,1.1239e-01,9.6753e-01,1.1239e-01
5.3000e+01,9.7056e-01,1.0502e-01,9.7230e-01,1.0502e-01
5.4000e+01,9.7148e-01,9.5808e-02,9.7421e-01,9.5808e-02
5.5000e+01,9.7516e-01,8.5675e-02,9.7803e-01,8.5675e-02
5.6000e+01,9.7792e-01,7.7844e-02,9.7994e-01,7.7844e-02
5.7000e+01,9.8252e-01,7.0474e-02,9.8185e-01,7.0474e-02
5.8000e+01,9.8620e-01,6.4947e-02,9.8376e-01,6.4947e-02
5.9000e+01,9.8712e-01,6.0341e-02,9.8376e-01,6.0341e-02
6.0000e+01,9.8896e-01,5.4353e-02,9.8758e-01,5.4353e-02
6.1000e+01,9.8988e-01,5.1129e-02,9.8854e-01,5.1129e-02
6.2000e+01,9.9080e-01,4.6062e-02,9.8949e-01,4.6062e-02
6.3000e+01,9.9356e-01,4.1456e-02,9.9045e-01,4.1456e-02
6.4000e+01,9.9448e-01,3.8692e-02,9.9236e-01,3.8692e-02
6.5000e+01,9.9448e-01,3.5007e-02,9.9331e-01,3.5007e-02
6.6000e+01,9.9540e-01,2.9480e-02,9.9331e-01,2.9480e-02
6.7000e+01,9.9632e-01,2.6716e-02,9.9427e-01,2.6716e-02
6.8000e+01,9.9632e-01,2.1649e-02,9.9618e-01,2.1649e-02
6.9000e+01,9.9724e-01,2.0267e-02,9.9713e-01,2.0267e-02
7.0000e+01,9.9724e-01,1.6122e-02,9.9713e-01,1.6122e-02
7.1000e+01,9.9816e-01,1.4740e-02,9.9713e-01,1.4740e-02
7.2000e+01,9.9816e-01,1.4279e-02,9.9713e-01,1.4279e-02
7.3000e+01,9.9816e-01,1.2437e-02,9.9713e-01,1.2437e-02
7.4000e+01,9.9816e-01,1.1515e-02,9.9713e-01,1.1515e-02
7.5000e+01,9.9816e-01,9.6730e-03,9.9713e-01,9.6730e-03
7.6000e+01,9.9816e-01,8.7517e-03,9.9713e-01,8.7517e-03
7.7000e+01,9.9816e-01,7.3699e-03,9.9713e-01,7.3699e-03
7.8000e+01,9.9816e-01,6.4486e-03,9.9809e-01,6.4486e-03
7.9000e+01,9.9816e-01,5.5274e-03,9.9904e-01,5.5274e-03
8.0000e+01,9.9816e-01,4.6062e-03,9.9904e-01,4.6062e-03
8.1000e+01,9.9816e-01,4.1456e-03,9.9904e-01,4.1456e-03
8.2000e+01,9.9908e-01,3.6849e-03,9.9904e-01,3.6849e-03
8.3000e+01,9.9908e-01,3.2243e-03,9.9904e-01,3.2243e-03
8.4000e+01,9.9908e-01,2.7637e-03,1.0000e+00,2.7637e-03
8.5000e+01,9.9908e-01,2.7637e-03,1.0000e+00,2.7637e-03
8.6000e+01,9.9908e-01,1.8425e-03,1.0000e+00,1.8425e-03
8.7000e+01,9.9908e-01,1.3819e-03,1.0000e+00,1.3819e-03
8.8000e+01,9.9908e-01,9.2123e-04,1.0000e+00,9.2123e-04
8.9000e+01,9.9908e-01,4.6062e-04,1.0000e+00,4.6062e-04
9.0000e+01,1.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00
9.1000e+01,1.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00
9.2000e+01,1.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00
9.3000e+01,1.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00
9.4000e+01,1.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00
9.5000e+01,1.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00
9.6000e+01,1.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00
9.7000e+01,1.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00
9.8000e+01,1.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00
9.9000e+01,1.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00
