0	4098	0
1	3791	0
2	3465	0
3	3159	120
4	2864	415
5	2540	739
6	2196	1083
7	1814	1465
8	1463	1816
9	1428	1851
10	1400	1879
11	1364	1915
12	1326	1953
13	1296	1983
14	1259	2020
15	1223	2056
16	1182	2097
17	1128	2151
18	1075	2204
19	1034	2245
20	964	2315
21	864	2415
22	332	2947
23	142	3137
24	0	3279
25	0	3279
26	0	3279
27	0	3279
28	0	3279
