0	0	0
1	0	3373
2	4	161
3	3	146
4	24	89
5	32	74
6	65	65
7	107	47
8	142	35
9	172	0
10	182	0
11	199	0
12	225	0
13	194	0
14	190	0
15	194	0
16	189	0
17	179	0
18	140	0
19	155	0
20	136	0
21	143	0
22	110	0
23	113	0
24	102	0
25	95	0
26	70	0
27	74	0
28	71	0
29	70	0
30	51	0
31	56	0
32	51	0
33	52	0
34	39	0
35	33	0
36	23	0
37	32	0
38	21	0
39	30	0
40	24	0
41	14	0
42	14	0
43	20	0
44	20	0
45	12	0
46	9	0
47	9	0
48	9	0
49	4	0
50	5	0
51	9	0
52	9	0
53	4	0
54	3	0
55	6	0
56	9	0
57	3	0
58	5	0
59	4	0
60	4	0
61	4	0
62	3	0
63	3	0
64	1	0
65	1	0
66	3	0
67	1	0
68	1	0
69	2	0
70	1	0
71	1	0
72	0	0
73	0	0
74	0	0
75	1	0
76	1	0
77	0	0
78	0	0
79	0	0
80	1	0
81	0	0
82	1	0
83	0	0
84	0	0
85	0	0
86	0	0
87	0	0
88	0	0
89	0	0
90	1	0
91	0	0
92	0	0
93	0	0
94	0	0
95	0	0
96	0	0
97	0	0
98	0	0
99	0	0
