0	1905	0
1	1705	0
2	1545	0
3	1341	94
4	1127	308
5	961	474
6	751	684
7	552	883
8	359	1076
9	342	1093
10	320	1115
11	303	1132
12	281	1154
13	262	1173
14	237	1198
15	213	1222
16	189	1246
17	171	1264
18	145	1290
19	125	1310
20	107	1328
21	78	1357
22	43	1392
23	12	1423
24	0	1435
25	0	1435
26	0	1435
27	0	1435
28	0	1435
