0	3581	0
1	3307	0
2	3025	0
3	2732	116
4	2441	407
5	2111	737
6	1784	1064
7	1456	1392
8	1096	1752
9	1060	1788
10	1030	1818
11	998	1850
12	964	1884
13	925	1923
14	872	1976
15	838	2010
16	784	2064
17	713	2135
18	638	2210
19	591	2257
20	512	2336
21	420	2428
22	345	2503
23	178	2670
24	0	2848
25	0	2848
26	0	2848
27	0	2848
28	0	2848
